pair_index,pair_file,method,num_correspondences,putative_inlier_ratio,rotation_error_deg,translation_error,success,runtime_seconds,effective_rank,regeneration_updates,regenerated_correspondences
384,pair_384.npz,sagereg_regen,2000,0.083,0.1066307092013377,0.0490329877397874,True,0.7798959670003569,1.6133642363762075,5.0,23381.0
385,pair_385.npz,sagereg_regen,2000,0.114,0.1102101091278743,0.0360290663464412,True,0.7759770560001016,1.6024795555733102,6.0,22891.0
386,pair_386.npz,sagereg_regen,2000,0.0835,0.0898305904959767,0.0109157272607581,True,0.7361902010002268,1.4371669783914691,6.0,21777.0
387,pair_387.npz,sagereg_regen,2000,0.087,0.2271808208221917,0.0253353564671372,True,0.7466054499996062,1.33519971090039,4.0,22614.0
388,pair_388.npz,sagereg_regen,2000,0.1325,0.1004591630594491,0.0092675733340939,True,0.8022621999998591,1.8239024032376383,5.0,25192.0
389,pair_389.npz,sagereg_regen,2000,0.161,0.1321888492215049,0.0175356183169134,True,0.7983152320002773,1.6299683188474967,3.0,25709.0
390,pair_390.npz,sagereg_regen,2000,0.0615,0.0894447965229586,0.0096021918653883,True,0.7817139029998543,1.3057153415346243,6.0,25737.0
391,pair_391.npz,sagereg_regen,2000,0.042,12.752355627115318,9.232028633303424,False,0.7116907099998571,1.224079174303425,4.0,18318.0
392,pair_392.npz,sagereg_regen,2000,0.0665,0.1128011566945041,0.0760627208532167,True,0.7790420970000014,1.8021379554216128,3.0,27602.0
393,pair_393.npz,sagereg_regen,2000,0.0415,0.1427696319997575,0.0413661800321173,True,0.8129072189999533,1.5487141851953798,5.0,29173.0
394,pair_394.npz,sagereg_regen,2000,0.0475,0.047773995344576,0.0111764123877684,True,0.7959406260001742,1.2625633759899235,6.0,27472.0
395,pair_395.npz,sagereg_regen,2000,0.0625,0.0498512910420501,0.0103392284490499,True,0.7338530939996417,1.40201575742039,3.0,25236.0
396,pair_396.npz,sagereg_regen,2000,0.0675,0.0408683216526175,0.0190513124477744,True,0.7249611309998727,1.32439324231294,4.0,24542.0
397,pair_397.npz,sagereg_regen,2000,0.0585,0.0476632394667719,0.0400680695764478,True,0.7143500960000893,1.8251408156950937,2.0,26776.0
