pair_index,scene,source_id,target_id,method,num_correspondences,putative_inlier_ratio,rotation_error_deg,translation_error,success,runtime_seconds,mean_hops,best_hops,effective_rank,regeneration_updates,regenerated_correspondences,subsample_seconds,graph_seconds,seed_seconds,search_seconds,refinement_seconds,regeneration_seconds
443,7-scenes-redkitchen,45,29,sagereg_regen,449,0.0267260579064587,145.0237130106732,2.2013065776524625,False,0.1612702210040879,1.8541666666666667,2.0,1.4632938543008616,5.0,1005.0,,,,,,
444,7-scenes-redkitchen,33,30,sagereg_regen,518,0.0,161.99797761667634,3.6671828008414615,False,0.180869152995001,1.8125,2.0,1.1555723483546945,6.0,1942.0,,,,,,
445,7-scenes-redkitchen,44,30,sagereg_regen,393,0.0076335877862595,83.73043794451488,1.6485834260960444,False,0.1482848149971687,1.8854166666666667,2.0,1.6654081218525096,6.0,2452.0,,,,,,
446,7-scenes-redkitchen,40,31,sagereg_regen,491,0.0061099796334012,109.58245952177512,3.8935462767341393,False,0.1729908900088048,1.7395833333333333,2.0,1.251148241798267,6.0,1771.0,,,,,,
447,7-scenes-redkitchen,41,31,sagereg_regen,467,0.006423982869379,113.16365549250511,3.952504121215695,False,0.173939269989205,1.6770833333333333,2.0,2.035528585995196,4.0,2560.0,,,,,,
448,7-scenes-redkitchen,42,31,sagereg_regen,410,0.0097560975609756,91.4826416081687,2.427879376963456,False,0.1512466069980291,1.7604166666666667,2.0,1.165008410952552,4.0,2941.0,,,,,,
449,7-scenes-redkitchen,43,31,sagereg_regen,350,0.0085714285714285,121.33723506682382,1.3635944006900644,False,0.1356008619986823,1.7916666666666667,2.0,1.3428705659833298,6.0,2548.0,,,,,,
450,7-scenes-redkitchen,34,32,sagereg_regen,471,0.0169851380042462,178.660672212463,3.493846509783326,False,0.1579694570027641,1.8020833333333333,2.0,1.457387837046528,2.0,2339.0,,,,,,
451,7-scenes-redkitchen,38,32,sagereg_regen,558,0.0125448028673835,173.8439320558146,2.946834340740724,False,0.1990214409888722,1.7708333333333333,2.0,1.3113735780394158,6.0,1608.0,,,,,,
452,7-scenes-redkitchen,39,32,sagereg_regen,465,0.0043010752688172,125.94038309229784,4.274726467368035,False,0.1640562920001684,1.6875,2.0,1.2389770291826856,6.0,2061.0,,,,,,
453,7-scenes-redkitchen,40,32,sagereg_regen,502,0.0,176.91241363586732,4.037273039664295,False,0.1855513830014388,1.7604166666666667,2.0,1.2530878739782068,5.0,2327.0,,,,,,
454,7-scenes-redkitchen,37,33,sagereg_regen,759,0.0052700922266139,110.30143157038152,2.3310098297303186,False,0.2639401490014279,1.875,2.0,1.3354894011889846,4.0,3354.0,,,,,,
455,7-scenes-redkitchen,38,33,sagereg_regen,770,0.0025974025974025,117.48700524647136,3.0274386611279427,False,0.2581294959963998,1.875,2.0,1.6883010746324278,4.0,1215.0,,,,,,
456,7-scenes-redkitchen,39,33,sagereg_regen,617,0.006482982171799,77.01719136409469,1.6822786126775342,False,0.231140691001201,1.84375,2.0,1.2225223538492471,6.0,2072.0,,,,,,
457,7-scenes-redkitchen,56,33,sagereg_regen,604,0.0016556291390728,172.0480729417701,1.16953894201901,False,0.2197413320027408,1.8020833333333333,2.0,1.230669281846896,6.0,1666.0,,,,,,
458,7-scenes-redkitchen,57,33,sagereg_regen,621,0.0,49.31829119946976,3.458465379206928,False,0.2227157049928791,1.7604166666666667,2.0,1.4859524186586588,6.0,2781.0,,,,,,
459,7-scenes-redkitchen,58,33,sagereg_regen,578,0.0034602076124567,161.04107452006934,5.299161591458749,False,0.2072493990053772,1.7916666666666667,2.0,1.5389348716401854,6.0,1515.0,,,,,,
460,7-scenes-redkitchen,35,34,sagereg_regen,549,0.0200364298724954,10.85276621387705,0.1752507774212817,True,0.1937567860004492,1.5416666666666667,2.0,1.5298894371535126,6.0,2392.0,,,,,,
461,7-scenes-redkitchen,36,34,sagereg_regen,500,0.002,128.01912711180736,1.6808966627787612,False,0.1867029549975996,1.6458333333333333,2.0,1.246720184461581,6.0,3639.0,,,,,,
462,7-scenes-redkitchen,37,34,sagereg_regen,608,0.0,90.31975452468508,1.5400146693910954,False,0.2185005450010066,1.6041666666666667,2.0,1.051211447370522,3.0,2321.0,,,,,,
463,7-scenes-redkitchen,38,34,sagereg_regen,767,0.0273794002607561,140.34296551942643,2.417959702827025,False,0.2731375889998162,1.75,2.0,1.4823750272687195,6.0,2546.0,,,,,,
464,7-scenes-redkitchen,39,34,sagereg_regen,625,0.0128,147.3138050248705,3.7478947483708698,False,0.2233510609949007,1.5,2.0,1.2263789622542522,5.0,2237.0,,,,,,
465,7-scenes-redkitchen,54,34,sagereg_regen,534,0.0131086142322097,70.03939653475122,0.3327844879343501,False,0.1890177039967966,1.59375,2.0,1.540588369374424,6.0,2605.0,,,,,,
466,7-scenes-redkitchen,58,34,sagereg_regen,455,0.0109890109890109,44.07318096095717,2.179649304045977,False,0.1512946279981406,1.65625,2.0,1.5469874851172556,4.0,1504.0,,,,,,
467,7-scenes-redkitchen,59,34,sagereg_regen,445,0.0089887640449438,39.98744837557579,2.098370379343406,False,0.1458751769969239,1.6770833333333333,2.0,1.5522021581395335,4.0,1325.0,,,,,,
