pair_index,variant,rotation_error_deg,translation_error,success,runtime_seconds
352,motif_075,164.65989570631874,1.633162384393834,False,0.30823089499608614
352,motif_225,163.65962843032133,1.6428843559392021,False,0.31337738699949114
368,base,32.96395712408651,3.606904338778128,False,0.27946129799966
368,seeds_48,32.96395712408651,3.606904338778128,False,0.15009199600171996
368,seeds_72,32.96395712408651,3.606904338778128,False,0.21238890499807894
368,seeds_120,32.96395712408651,3.606904338778128,False,0.34884736700041685
368,neighbors_24,38.30912717525161,3.906061108208945,False,0.20429432599485153
368,neighbors_36,32.99283945166225,3.6076578324764563,False,0.24238868999964325
368,neighbors_72,32.96065860148962,3.6068895750986947,False,0.3204383079937543
368,hypotheses_5,32.96395712408651,3.606904338778128,False,0.27339225100149633
368,hypotheses_10,32.96395712408651,3.606904338778128,False,0.27599550200102385
368,hypotheses_30,32.96395712408651,3.606904338778128,False,0.2829254899988882
368,motif_0,32.96066586711742,3.6068996285472243,False,0.2624530649991357
368,motif_075,32.96065708836624,3.6068988524061565,False,0.27935753099882277
368,motif_225,32.963962803395454,3.606904563131721,False,0.2781777769996552
384,base,99.8466330777778,1.9774308136503964,False,0.10326619899569778
384,seeds_48,99.8466330777778,1.9774308136503964,False,0.05752798200410325
384,seeds_72,99.8466330777778,1.9774308136503964,False,0.08286146199679933
384,seeds_120,70.15915781739047,1.9003233361722496,False,0.12395667900273111
384,neighbors_24,70.15931049715965,1.9003272383413483,False,0.09728820800228277
384,neighbors_36,127.97651435215937,2.461905807543388,False,0.10202893499808852
384,neighbors_72,99.84663315973579,1.9774308212900662,False,0.10318415100482525
384,hypotheses_5,137.30570040916604,2.648645780150499,False,0.10025835200212896
384,hypotheses_10,99.8466330777778,1.9774308136503964,False,0.10165790600149194
384,hypotheses_30,99.8466330777778,1.9774308136503964,False,0.1035244330050773
384,motif_0,93.30069733221991,1.8643312425068281,False,0.09771801700117067
384,motif_075,128.00910098762938,2.4625654402270407,False,0.10112183700402966
384,motif_225,128.00913784456355,2.462566220624676,False,0.10319744300068123
400,base,34.42931040521488,1.8848953455311035,False,0.16609620799863478
400,seeds_48,158.5584494541934,2.552277440841784,False,0.08688500800053589
400,seeds_72,158.5584494541934,2.552277440841784,False,0.1268663410010049
400,seeds_120,34.42931040521488,1.8848953455311035,False,0.19151481599692488
400,neighbors_24,66.0120717456651,1.8822616108248351,False,0.13811635200545425
400,neighbors_36,140.56385959691204,2.7176180382094324,False,0.1570463940006448
400,neighbors_72,158.0764375656654,2.550562053636333,False,0.16678870699979598
400,hypotheses_5,34.42931040521488,1.8848953455311035,False,0.16026967899961164
400,hypotheses_10,34.42931040521488,1.8848953455311035,False,0.16153102200041758
400,hypotheses_30,34.42931040521488,1.8848953455311035,False,0.16532574200391537
400,motif_0,34.4286772614114,1.884929098052711,False,0.1585880740021821
